30 30
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 33 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 8 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 34 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 7 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
3 49 ../assets/buildings/tower1.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 48 ../assets/buildings/tower1.png
0 -1 -
0 -1 -
3 35 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 6 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 36 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 4 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 53 ../assets/buildings/tower1.png
0 -1 -
0 -1 -
3 37 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 5 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 47 ../assets/buildings/tower1.png
0 -1 -
0 -1 -
0 -1 -
3 38 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 3 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
3 52 ../assets/buildings/townhall.png
0 -1 -
0 -1 -
0 -1 -
3 39 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 2 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 40 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
3 1 ../assets/walls/brick_wall.png
3 46 ../assets/walls/brick_wall.png
3 45 ../assets/walls/brick_wall.png
3 44 ../assets/walls/brick_wall.png
3 43 ../assets/walls/brick_wall.png
3 42 ../assets/walls/brick_wall.png
3 41 ../assets/walls/brick_wall.png
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
0 -1 -
